gender,age,category,quantity,price,payment_method,datetime,shopping_mall,year,month
Female,55,Cosmetics,5,203.3,Credit Card,2021-03-09,Metropol AVM,2021,March
Female,65,Cosmetics,2,81.32,Cash,2023-01-18,Metrocity,2023,January
Female,40,Clothing,4,1200.32,Cash,2022-01-02,Mall of Istanbul,2022,January
Female,39,Toys,1,35.84,Credit Card,2021-08-17,Mall of Istanbul,2021,August
Male,45,Toys,5,179.2,Debit Card,2021-06-10,Metropol AVM,2021,June
Female,32,Cosmetics,5,203.3,Credit Card,2021-10-17,Kanyon,2021,October
Female,45,Shoes,5,3000.85,Cash,2021-08-14,Viaport Outlet,2021,August
Male,61,Technology,3,3150.0,Cash,2021-04-14,Emaar Square Mall,2021,April
Female,20,Toys,3,107.52,Cash,2021-12-26,Metrocity,2021,December
Female,31,Cosmetics,3,121.98,Cash,2022-08-14,Kanyon,2022,August
Male,18,Technology,5,5250.0,Cash,2022-10-19,Zorlu Center,2022,October
Female,49,Books,4,60.6,Cash,2021-08-07,Mall of Istanbul,2021,August
Female,63,Cosmetics,1,40.66,Credit Card,2022-09-05,Mall of Istanbul,2022,September
Male,64,Cosmetics,1,40.66,Cash,2021-07-08,Forum Istanbul,2021,July
Male,22,Shoes,2,1200.34,Debit Card,2021-05-04,Mall of Istanbul,2021,May
Female,26,Cosmetics,4,162.64,Cash,2022-11-03,Mall of Istanbul,2022,November
Female,24,Clothing,5,1500.4,Credit Card,2021-05-26,Forum Istanbul,2021,May
Male,39,Toys,2,71.68,Debit Card,2021-05-16,Mall of Istanbul,2021,May
Male,39,Clothing,5,1500.4,Cash,2022-12-25,Istinye Park,2022,December
Female,39,Toys,5,179.2,Credit Card,2022-01-20,Mall of Istanbul,2022,January
Male,41,Cosmetics,1,40.66,Credit Card,2021-11-06,Zorlu Center,2021,November
Male,27,Food & Beverage,4,20.92,Credit Card,2021-10-14,Kanyon,2021,October
Female,53,Clothing,5,1500.4,Credit Card,2021-05-07,Kanyon,2021,May
Male,18,Clothing,1,300.08,Credit Card,2021-10-15,Mall of Istanbul,2021,October
Male,65,Toys,4,143.36,Cash,2023-07-02,Mall of Istanbul,2023,July
Male,18,Food & Beverage,1,5.23,Cash,2021-05-25,Mall of Istanbul,2021,May
Female,35,Clothing,2,600.16,Cash,2022-09-18,Mall of Istanbul,2022,September
Female,23,Toys,4,143.36,Cash,2021-01-24,Metrocity,2021,January
Male,25,Shoes,2,1200.34,Credit Card,2023-11-01,Mall of Istanbul,2023,November
Female,18,Books,1,15.15,Credit Card,2021-12-15,Emaar Square Mall,2021,December
Male,35,Technology,3,3150.0,Credit Card,2022-06-14,Mall of Istanbul,2022,June
Male,21,Clothing,1,300.08,Cash,2022-10-26,Cevahir AVM,2022,October
Male,52,Clothing,1,300.08,Credit Card,2021-11-12,Metrocity,2021,November
Female,27,Food & Beverage,3,15.69,Cash,2022-08-25,Viaport Outlet,2022,August
Male,25,Cosmetics,3,121.98,Cash,2021-06-22,Istinye Park,2021,June
Female,18,Souvenir,2,23.46,Credit Card,2022-01-23,Metropol AVM,2022,January
Male,53,Clothing,5,1500.4,Debit Card,2022-04-07,Kanyon,2022,April
Female,37,Clothing,3,900.24,Debit Card,2022-01-17,Forum Istanbul,2022,January
Female,42,Food & Beverage,2,10.46,Cash,2022-06-11,Metrocity,2022,June
Male,48,Clothing,4,1200.32,Debit Card,2021-06-08,Emaar Square Mall,2021,June
Female,64,Clothing,2,600.16,Cash,2022-02-20,Metropol AVM,2022,February
Female,37,Clothing,5,1500.4,Credit Card,2022-12-21,Mall of Istanbul,2022,December
Female,37,Cosmetics,5,203.3,Debit Card,2021-03-22,Metropol AVM,2021,March
Male,51,Food & Beverage,5,26.15,Debit Card,2023-08-01,Metrocity,2023,August
Female,45,Food & Beverage,3,15.69,Cash,2022-05-24,Kanyon,2022,May
Female,19,Shoes,4,2400.68,Cash,2023-02-23,Metrocity,2023,February
Male,24,Food & Beverage,2,10.46,Cash,2022-06-10,Metrocity,2022,June
Female,56,Clothing,4,1200.32,Cash,2021-02-25,Metropol AVM,2021,February
Female,42,Food & Beverage,5,26.15,Cash,2022-12-25,Metropol AVM,2022,December
Female,32,Clothing,1,300.08,Credit Card,2022-03-31,Mall of Istanbul,2022,March
Male,58,Cosmetics,2,81.32,Debit Card,2021-09-24,Metrocity,2021,September
Male,63,Shoes,3,1800.51,Cash,2021-05-10,Metrocity,2021,May
Female,29,Food & Beverage,4,20.92,Cash,2022-06-26,Metropol AVM,2022,June
Female,58,Cosmetics,5,203.3,Cash,2021-02-08,Istinye Park,2021,February
Male,21,Clothing,2,600.16,Debit Card,2022-07-09,Istinye Park,2022,July
Male,31,Souvenir,3,35.19,Debit Card,2021-07-23,Kanyon,2021,July
Male,41,Cosmetics,5,203.3,Cash,2022-09-21,Mall of Istanbul,2022,September
Male,60,Food & Beverage,3,15.69,Credit Card,2021-03-08,Kanyon,2021,March
Male,18,Toys,3,107.52,Debit Card,2022-07-12,Metrocity,2022,July
Female,67,Clothing,2,600.16,Cash,2021-08-01,Kanyon,2021,August
Female,52,Technology,2,2100.0,Credit Card,2021-01-06,Kanyon,2021,January
Female,62,Shoes,1,600.17,Cash,2021-04-11,Kanyon,2021,April
Female,55,Clothing,3,900.24,Debit Card,2022-10-12,Metrocity,2022,October
Male,24,Toys,1,35.84,Debit Card,2021-05-07,Kanyon,2021,May
Male,60,Cosmetics,1,40.66,Credit Card,2021-05-27,Kanyon,2021,May
Female,58,Souvenir,1,11.73,Cash,2021-07-13,Viaport Outlet,2021,July
Female,56,Clothing,2,600.16,Debit Card,2022-10-04,Metrocity,2022,October
Female,55,Clothing,4,1200.32,Credit Card,2021-11-04,Mall of Istanbul,2021,November
Female,51,Cosmetics,2,81.32,Credit Card,2021-03-25,Istinye Park,2021,March
Female,67,Shoes,5,3000.85,Cash,2021-11-25,Zorlu Center,2021,November
Female,39,Clothing,1,300.08,Debit Card,2022-04-25,Metrocity,2022,April
Male,39,Cosmetics,4,162.64,Cash,2021-07-14,Kanyon,2021,July
Female,68,Toys,1,35.84,Cash,2021-02-24,Mall of Istanbul,2021,February
Male,26,Clothing,1,300.08,Cash,2021-07-19,Metrocity,2021,July
Female,30,Clothing,5,1500.4,Credit Card,2021-03-17,Metrocity,2021,March
Female,24,Clothing,4,1200.32,Credit Card,2022-07-22,Metrocity,2022,July
Male,26,Clothing,4,1200.32,Credit Card,2021-10-05,Metrocity,2021,October
Female,55,Cosmetics,5,203.3,Cash,2023-08-01,Kanyon,2023,August
Male,22,Cosmetics,3,121.98,Credit Card,2021-11-21,Metrocity,2021,November
Female,56,Toys,4,143.36,Credit Card,2022-11-04,Mall of Istanbul,2022,November
Male,60,Clothing,2,600.16,Cash,2022-03-17,Forum Istanbul,2022,March
Female,53,Food & Beverage,5,26.15,Credit Card,2022-07-10,Kanyon,2022,July
Male,25,Clothing,5,1500.4,Debit Card,2022-11-05,Viaport Outlet,2022,November
Male,36,Clothing,3,900.24,Debit Card,2022-04-19,Mall of Istanbul,2022,April
Female,32,Technology,2,2100.0,Credit Card,2022-08-05,Istinye Park,2022,August
Male,24,Clothing,4,1200.32,Cash,2021-06-04,Mall of Istanbul,2021,June
Female,54,Cosmetics,1,40.66,Cash,2021-11-09,Kanyon,2021,November
Male,38,Food & Beverage,2,10.46,Credit Card,2021-08-24,Mall of Istanbul,2021,August
Female,65,Clothing,1,300.08,Cash,2021-06-24,Mall of Istanbul,2021,June
Female,25,Souvenir,3,35.19,Credit Card,2022-04-30,Metrocity,2022,April
Female,29,Shoes,3,1800.51,Debit Card,2022-08-28,Mall of Istanbul,2022,August
Male,43,Shoes,3,1800.51,Cash,2021-07-25,Emaar Square Mall,2021,July
Male,67,Clothing,5,1500.4,Debit Card,2021-11-01,Mall of Istanbul,2021,November
Female,53,Cosmetics,5,203.3,Credit Card,2022-01-18,Kanyon,2022,January
Female,64,Food & Beverage,4,20.92,Cash,2022-11-14,Metrocity,2022,November
Female,44,Food & Beverage,3,15.69,Cash,2022-08-23,Mall of Istanbul,2022,August
Female,45,Shoes,3,1800.51,Cash,2022-10-14,Mall of Istanbul,2022,October
Female,38,Souvenir,3,35.19,Credit Card,2021-08-18,Mall of Istanbul,2021,August
Male,29,Food & Beverage,3,15.69,Cash,2022-08-27,Kanyon,2022,August
Male,37,Clothing,5,1500.4,Cash,2023-09-02,Emaar Square Mall,2023,September
Female,50,Clothing,4,1200.32,Cash,2021-05-20,Forum Istanbul,2021,May
Female,65,Clothing,2,600.16,Cash,2021-06-03,Zorlu Center,2021,June
Female,49,Clothing,3,900.24,Debit Card,2022-07-22,Kanyon,2022,July
Male,47,Clothing,5,1500.4,Credit Card,2021-02-13,Metropol AVM,2021,February
Male,67,Toys,3,107.52,Cash,2022-03-17,Emaar Square Mall,2022,March
Male,48,Clothing,5,1500.4,Cash,2022-07-07,Viaport Outlet,2022,July
Male,39,Clothing,5,1500.4,Credit Card,2022-02-12,Emaar Square Mall,2022,February
Male,50,Shoes,2,1200.34,Cash,2022-02-16,Istinye Park,2022,February
Female,23,Toys,4,143.36,Credit Card,2021-09-08,Kanyon,2021,September
Female,55,Cosmetics,4,162.64,Cash,2021-05-04,Mall of Istanbul,2021,May
Female,51,Clothing,3,900.24,Credit Card,2021-08-09,Mall of Istanbul,2021,August
Female,55,Toys,2,71.68,Cash,2022-03-05,Metropol AVM,2022,March
Female,66,Clothing,1,300.08,Cash,2021-02-17,Metrocity,2021,February
Male,69,Cosmetics,2,81.32,Credit Card,2021-08-19,Mall of Istanbul,2021,August
Female,60,Clothing,5,1500.4,Credit Card,2021-03-27,Mall of Istanbul,2021,March
Female,22,Food & Beverage,2,10.46,Cash,2022-10-22,Istinye Park,2022,October
Female,44,Clothing,5,1500.4,Cash,2023-01-19,Cevahir AVM,2023,January
Female,24,Shoes,4,2400.68,Credit Card,2021-01-18,Metropol AVM,2021,January
Female,34,Cosmetics,5,203.3,Cash,2021-06-28,Viaport Outlet,2021,June
Male,30,Clothing,5,1500.4,Cash,2022-12-25,Istinye Park,2022,December
Female,35,Food & Beverage,5,26.15,Cash,2022-07-20,Mall of Istanbul,2022,July
Male,31,Food & Beverage,3,15.69,Cash,2021-02-10,Mall of Istanbul,2021,February
Male,24,Shoes,5,3000.85,Debit Card,2022-09-27,Metropol AVM,2022,September
Male,65,Clothing,2,600.16,Credit Card,2022-06-23,Kanyon,2022,June
Female,23,Souvenir,5,58.65,Cash,2022-11-27,Kanyon,2022,November
Female,65,Food & Beverage,2,10.46,Debit Card,2021-04-09,Metrocity,2021,April
Female,32,Toys,5,179.2,Cash,2021-05-19,Metropol AVM,2021,May
Female,52,Clothing,1,300.08,Credit Card,2021-08-04,Cevahir AVM,2021,August
Female,69,Clothing,5,1500.4,Credit Card,2021-03-17,Viaport Outlet,2021,March
Male,33,Clothing,2,600.16,Cash,2021-05-03,Forum Istanbul,2021,May
Female,39,Clothing,2,600.16,Cash,2021-12-20,Metrocity,2021,December
Female,19,Souvenir,5,58.65,Credit Card,2022-01-24,Kanyon,2022,January
Female,35,Books,2,30.3,Credit Card,2021-11-10,Forum Istanbul,2021,November
Male,24,Cosmetics,2,81.32,Cash,2021-05-20,Kanyon,2021,May
Male,69,Toys,2,71.68,Credit Card,2021-03-09,Istinye Park,2021,March
Female,21,Shoes,5,3000.85,Credit Card,2023-02-13,Kanyon,2023,February
Male,41,Toys,4,143.36,Debit Card,2021-09-11,Forum Istanbul,2021,September
Male,53,Cosmetics,2,81.32,Cash,2021-07-08,Kanyon,2021,July
Female,24,Food & Beverage,4,20.92,Credit Card,2022-06-15,Emaar Square Mall,2022,June
Male,22,Food & Beverage,2,10.46,Cash,2022-08-30,Kanyon,2022,August
Male,46,Cosmetics,3,121.98,Credit Card,2021-12-12,Istinye Park,2021,December
Female,31,Clothing,1,300.08,Cash,2021-10-11,Metropol AVM,2021,October
Female,47,Clothing,4,1200.32,Credit Card,2022-05-25,Metropol AVM,2022,May
Female,35,Toys,5,179.2,Credit Card,2022-04-20,Kanyon,2022,April
Female,63,Food & Beverage,3,15.69,Cash,2022-09-18,Metrocity,2022,September
Male,65,Toys,3,107.52,Cash,2022-09-19,Mall of Istanbul,2022,September
Male,62,Toys,5,179.2,Credit Card,2022-06-23,Mall of Istanbul,2022,June
Male,61,Clothing,1,300.08,Credit Card,2021-05-14,Mall of Istanbul,2021,May
Female,20,Technology,2,2100.0,Cash,2021-11-28,Kanyon,2021,November
Female,62,Cosmetics,4,162.64,Credit Card,2022-11-01,Metrocity,2022,November
Male,64,Food & Beverage,1,5.23,Credit Card,2022-06-05,Metropol AVM,2022,June
Female,31,Toys,4,143.36,Credit Card,2023-02-24,Viaport Outlet,2023,February
Female,33,Food & Beverage,2,10.46,Cash,2021-11-09,Metrocity,2021,November
Male,29,Food & Beverage,4,20.92,Debit Card,2021-05-09,Mall of Istanbul,2021,May
Female,22,Food & Beverage,4,20.92,Credit Card,2022-08-13,Kanyon,2022,August
Female,28,Books,1,15.15,Debit Card,2021-09-18,Mall of Istanbul,2021,September
Female,42,Clothing,1,300.08,Credit Card,2021-01-16,Metrocity,2021,January
Male,29,Clothing,1,300.08,Cash,2021-06-28,Metropol AVM,2021,June
Female,52,Food & Beverage,3,15.69,Credit Card,2021-12-26,Metropol AVM,2021,December
Female,56,Clothing,5,1500.4,Debit Card,2022-09-13,Metropol AVM,2022,September
Female,47,Cosmetics,5,203.3,Cash,2021-02-16,Metrocity,2021,February
Male,19,Toys,5,179.2,Debit Card,2023-01-01,Metrocity,2023,January
Female,40,Shoes,4,2400.68,Cash,2022-04-13,Metropol AVM,2022,April
Male,39,Cosmetics,2,81.32,Debit Card,2022-01-13,Kanyon,2022,January
Female,28,Toys,4,143.36,Cash,2021-10-16,Mall of Istanbul,2021,October
Female,41,Clothing,2,600.16,Debit Card,2022-04-21,Emaar Square Mall,2022,April
Female,67,Souvenir,3,35.19,Cash,2021-11-07,Metropol AVM,2021,November
Male,28,Food & Beverage,4,20.92,Credit Card,2021-02-22,Viaport Outlet,2021,February
Male,38,Clothing,2,600.16,Cash,2021-08-09,Kanyon,2021,August
Female,48,Food & Beverage,4,20.92,Cash,2022-03-21,Metrocity,2022,March
Female,65,Technology,2,2100.0,Credit Card,2022-07-04,Emaar Square Mall,2022,July
Male,51,Shoes,5,3000.85,Credit Card,2023-01-16,Metropol AVM,2023,January
Female,27,Clothing,5,1500.4,Credit Card,2021-06-12,Metrocity,2021,June
Male,41,Toys,2,71.68,Credit Card,2021-09-28,Metrocity,2021,September
Female,21,Clothing,3,900.24,Cash,2021-03-24,Mall of Istanbul,2021,March
Female,65,Clothing,4,1200.32,Debit Card,2021-01-11,Metrocity,2021,January
Male,31,Cosmetics,1,40.66,Credit Card,2022-08-13,Emaar Square Mall,2022,August
Female,36,Cosmetics,4,162.64,Cash,2022-08-24,Kanyon,2022,August
Female,34,Clothing,1,300.08,Debit Card,2022-02-18,Cevahir AVM,2022,February
Female,28,Cosmetics,1,40.66,Debit Card,2021-08-30,Metropol AVM,2021,August
Male,27,Souvenir,5,58.65,Cash,2021-05-14,Mall of Istanbul,2021,May
Female,31,Technology,4,4200.0,Cash,2021-05-26,Mall of Istanbul,2021,May
Female,38,Food & Beverage,1,5.23,Credit Card,2023-01-18,Cevahir AVM,2023,January
Male,28,Toys,2,71.68,Cash,2021-02-17,Istinye Park,2021,February
Female,40,Souvenir,5,58.65,Credit Card,2021-01-08,Mall of Istanbul,2021,January
Male,46,Books,4,60.6,Debit Card,2022-10-14,Metrocity,2022,October
Male,40,Clothing,3,900.24,Cash,2021-06-19,Zorlu Center,2021,June
Male,64,Food & Beverage,1,5.23,Credit Card,2021-01-27,Mall of Istanbul,2021,January
Female,48,Cosmetics,2,81.32,Credit Card,2022-03-21,Mall of Istanbul,2022,March
Male,67,Books,3,45.45,Credit Card,2022-07-12,Metrocity,2022,July
Female,31,Food & Beverage,4,20.92,Credit Card,2023-02-18,Metrocity,2023,February
Female,31,Shoes,4,2400.68,Credit Card,2022-01-10,Cevahir AVM,2022,January
Male,60,Souvenir,4,46.92,Debit Card,2021-04-11,Metropol AVM,2021,April
Male,56,Shoes,4,2400.68,Cash,2023-07-03,Istinye Park,2023,July
Male,69,Clothing,5,1500.4,Credit Card,2023-05-01,Mall of Istanbul,2023,May
Male,65,Toys,3,107.52,Credit Card,2021-01-06,Metropol AVM,2021,January
Female,66,Clothing,1,300.08,Credit Card,2021-09-01,Metropol AVM,2021,September
Male,22,Food & Beverage,4,20.92,Credit Card,2021-01-12,Istinye Park,2021,January
Female,22,Cosmetics,5,203.3,Credit Card,2021-01-28,Mall of Istanbul,2021,January
Female,62,Toys,2,71.68,Cash,2023-07-03,Mall of Istanbul,2023,July
Male,19,Technology,2,2100.0,Debit Card,2022-03-06,Viaport Outlet,2022,March
Female,45,Shoes,1,600.17,Cash,2021-08-11,Kanyon,2021,August
Female,36,Food & Beverage,5,26.15,Cash,2022-05-07,Metrocity,2022,May
Male,58,Toys,2,71.68,Credit Card,2022-09-14,Metrocity,2022,September
Female,39,Cosmetics,4,162.64,Credit Card,2021-10-15,Kanyon,2021,October
Female,26,Shoes,2,1200.34,Debit Card,2021-01-02,Mall of Istanbul,2021,January
Female,58,Clothing,2,600.16,Cash,2022-10-19,Mall of Istanbul,2022,October
Female,29,Cosmetics,1,40.66,Credit Card,2021-10-01,Kanyon,2021,October
Male,56,Food & Beverage,2,10.46,Cash,2021-01-20,Mall of Istanbul,2021,January
Male,37,Toys,2,71.68,Credit Card,2022-08-03,Kanyon,2022,August
Female,32,Clothing,1,300.08,Cash,2021-02-09,Metrocity,2021,February
Male,20,Toys,4,143.36,Credit Card,2021-02-17,Forum Istanbul,2021,February
Male,31,Cosmetics,2,81.32,Cash,2022-07-06,Forum Istanbul,2022,July
Female,40,Food & Beverage,1,5.23,Debit Card,2021-08-16,Mall of Istanbul,2021,August
Female,38,Clothing,5,1500.4,Credit Card,2023-07-01,Zorlu Center,2023,July
Female,18,Books,4,60.6,Credit Card,2021-10-29,Cevahir AVM,2021,October
Female,18,Toys,1,35.84,Cash,2022-06-02,Mall of Istanbul,2022,June
Male,57,Clothing,3,900.24,Credit Card,2022-12-20,Metropol AVM,2022,December
Male,38,Cosmetics,4,162.64,Credit Card,2022-03-10,Istinye Park,2022,March
Male,63,Cosmetics,5,203.3,Cash,2021-04-19,Kanyon,2021,April
Female,35,Food & Beverage,5,26.15,Cash,2021-07-05,Kanyon,2021,July
Male,41,Shoes,2,1200.34,Credit Card,2022-01-27,Istinye Park,2022,January
Female,36,Clothing,5,1500.4,Cash,2022-03-20,Metropol AVM,2022,March
Female,39,Food & Beverage,2,10.46,Debit Card,2022-12-03,Kanyon,2022,December
Female,23,Shoes,3,1800.51,Credit Card,2023-01-20,Forum Istanbul,2023,January
Male,38,Clothing,1,300.08,Cash,2021-05-27,Viaport Outlet,2021,May
Female,35,Toys,3,107.52,Credit Card,2021-01-01,Forum Istanbul,2021,January
Female,46,Clothing,4,1200.32,Cash,2022-06-10,Kanyon,2022,June
Female,64,Books,4,60.6,Cash,2023-01-02,Viaport Outlet,2023,January
Male,19,Clothing,3,900.24,Cash,2021-09-15,Metropol AVM,2021,September
Female,18,Food & Beverage,3,15.69,Credit Card,2022-03-28,Mall of Istanbul,2022,March
Male,48,Cosmetics,1,40.66,Cash,2022-09-24,Metrocity,2022,September
Male,37,Clothing,4,1200.32,Cash,2021-03-30,Kanyon,2021,March
Female,40,Food & Beverage,1,5.23,Credit Card,2022-09-14,Kanyon,2022,September
Female,30,Clothing,3,900.24,Cash,2022-09-21,Mall of Istanbul,2022,September
Female,23,Cosmetics,1,40.66,Cash,2022-03-08,Kanyon,2022,March
Female,69,Clothing,4,1200.32,Credit Card,2021-12-01,Emaar Square Mall,2021,December
Male,47,Cosmetics,5,203.3,Debit Card,2022-02-24,Kanyon,2022,February
Female,46,Toys,4,143.36,Credit Card,2021-08-05,Kanyon,2021,August
Male,27,Shoes,3,1800.51,Debit Card,2021-12-04,Mall of Istanbul,2021,December
Male,33,Shoes,2,1200.34,Debit Card,2022-06-11,Mall of Istanbul,2022,June
Male,52,Toys,2,71.68,Debit Card,2021-10-06,Mall of Istanbul,2021,October
Male,58,Food & Beverage,5,26.15,Cash,2022-02-06,Metropol AVM,2022,February
Female,24,Clothing,4,1200.32,Debit Card,2021-12-23,Kanyon,2021,December
Female,65,Food & Beverage,5,26.15,Credit Card,2021-03-23,Istinye Park,2021,March
Female,42,Clothing,3,900.24,Debit Card,2022-01-17,Forum Istanbul,2022,January
Female,65,Clothing,1,300.08,Credit Card,2021-03-02,Metropol AVM,2021,March
Male,25,Clothing,3,900.24,Credit Card,2021-07-06,Kanyon,2021,July
Male,39,Clothing,2,600.16,Debit Card,2022-01-07,Kanyon,2022,January
Male,56,Toys,3,107.52,Debit Card,2022-03-21,Kanyon,2022,March
Female,37,Food & Beverage,5,26.15,Credit Card,2022-10-22,Metropol AVM,2022,October
Female,35,Food & Beverage,1,5.23,Credit Card,2021-03-21,Istinye Park,2021,March
Female,50,Books,2,30.3,Credit Card,2021-06-17,Metrocity,2021,June
Female,66,Cosmetics,2,81.32,Cash,2021-08-18,Kanyon,2021,August
Male,54,Clothing,4,1200.32,Cash,2022-04-29,Mall of Istanbul,2022,April
Male,60,Cosmetics,4,162.64,Credit Card,2022-02-04,Kanyon,2022,February
Male,66,Clothing,1,300.08,Debit Card,2022-07-26,Mall of Istanbul,2022,July
Male,26,Clothing,1,300.08,Cash,2022-08-28,Mall of Istanbul,2022,August
Female,69,Clothing,4,1200.32,Credit Card,2022-03-11,Viaport Outlet,2022,March
Male,34,Cosmetics,2,81.32,Credit Card,2022-08-08,Viaport Outlet,2022,August
Female,60,Toys,5,179.2,Cash,2023-03-02,Metrocity,2023,March
Female,27,Toys,5,179.2,Credit Card,2022-05-21,Mall of Istanbul,2022,May
Female,46,Food & Beverage,3,15.69,Debit Card,2022-11-03,Forum Istanbul,2022,November
Male,51,Toys,4,143.36,Credit Card,2022-01-16,Forum Istanbul,2022,January
Female,53,Cosmetics,4,162.64,Credit Card,2021-04-12,Istinye Park,2021,April
Female,62,Clothing,4,1200.32,Credit Card,2022-03-14,Metropol AVM,2022,March
Female,28,Shoes,2,1200.34,Cash,2022-06-22,Kanyon,2022,June
Male,19,Food & Beverage,1,5.23,Cash,2021-05-20,Kanyon,2021,May
Male,36,Cosmetics,3,121.98,Cash,2022-06-18,Cevahir AVM,2022,June
Female,63,Toys,1,35.84,Debit Card,2021-10-12,Mall of Istanbul,2021,October
Female,48,Food & Beverage,3,15.69,Cash,2022-04-05,Mall of Istanbul,2022,April
Female,30,Food & Beverage,1,5.23,Cash,2022-12-21,Mall of Istanbul,2022,December
Female,28,Cosmetics,4,162.64,Cash,2022-11-13,Viaport Outlet,2022,November
Female,45,Shoes,3,1800.51,Debit Card,2022-03-30,Mall of Istanbul,2022,March
Male,60,Technology,3,3150.0,Credit Card,2021-07-17,Viaport Outlet,2021,July
Female,39,Shoes,4,2400.68,Credit Card,2022-01-16,Mall of Istanbul,2022,January
Female,25,Souvenir,5,58.65,Cash,2023-02-26,Istinye Park,2023,February
Female,42,Clothing,5,1500.4,Cash,2021-03-25,Metropol AVM,2021,March
Female,61,Food & Beverage,4,20.92,Cash,2021-04-21,Forum Istanbul,2021,April
Female,18,Toys,3,107.52,Credit Card,2022-12-05,Istinye Park,2022,December
Male,49,Books,1,15.15,Credit Card,2021-09-28,Istinye Park,2021,September
Male,24,Food & Beverage,2,10.46,Debit Card,2022-04-14,Zorlu Center,2022,April
Female,46,Clothing,5,1500.4,Cash,2021-05-23,Metropol AVM,2021,May
Female,37,Toys,1,35.84,Credit Card,2023-04-01,Cevahir AVM,2023,April
Female,31,Toys,4,143.36,Credit Card,2021-03-31,Metrocity,2021,March
Female,57,Food & Beverage,4,20.92,Debit Card,2021-06-05,Metrocity,2021,June
Male,48,Food & Beverage,3,15.69,Cash,2022-05-31,Istinye Park,2022,May
Female,22,Clothing,2,600.16,Credit Card,2022-07-04,Metrocity,2022,July
Male,22,Clothing,3,900.24,Cash,2021-05-16,Mall of Istanbul,2021,May
Male,64,Souvenir,1,11.73,Credit Card,2021-12-04,Zorlu Center,2021,December
Female,36,Books,1,15.15,Credit Card,2022-02-14,Istinye Park,2022,February
Male,68,Shoes,1,600.17,Cash,2022-10-12,Cevahir AVM,2022,October
